ident,type,iso_country,lat,lon,tz
CYBQ,small_airport,CA,58.706308,-98.511057,America/Winnipeg
CYBR,medium_airport,CA,49.910000,-99.951897,America/Winnipeg
CYBT,small_airport,CA,57.889400,-101.679001,America/Winnipeg
CYBU,medium_airport,CA,53.332500,-104.008003,America/Regina
CYBV,small_airport,CA,52.358898,-97.018303,America/Winnipeg
CYBW,medium_airport,CA,51.103982,-114.369378,America/Edmonton
CYBX,medium_airport,CA,51.443600,-57.185299,America/Blanc-Sablon
CYCA,small_airport,CA,53.682501,-57.042303,America/Goose_Bay
CYCB,medium_airport,CA,69.108101,-105.138000,America/Cambridge_Bay
CYCC,medium_airport,CA,45.092637,-74.567724,America/Toronto
CYCD,medium_airport,CA,49.054970,-123.869863,America/Vancouver
CYCE,medium_airport,CA,43.285599,-81.508301,America/Toronto
CYCG,medium_airport,CA,49.296398,-117.632004,America/Vancouver
CYCH,medium_airport,CA,47.007801,-65.449203,America/Moncton
CYCL,medium_airport,CA,47.990799,-66.330299,America/Moncton
CYCN,medium_airport,CA,49.105598,-81.013603,America/Toronto
CYCO,small_airport,CA,67.816408,-115.143070,America/Cambridge_Bay
CYCP,medium_airport,CA,52.116699,-119.282997,America/Vancouver
CYCQ,medium_airport,CA,55.687199,-121.626999,America/Dawson_Creek
CYCR,small_airport,CA,54.609758,-97.762442,America/Winnipeg
CYCS,small_airport,CA,63.346901,-90.731102,America/Rankin_Inlet
CYCY,small_airport,CA,70.486099,-68.516701,America/Iqaluit
CYDA,medium_airport,CA,64.043098,-139.128006,America/Dawson
CYDB,medium_airport,CA,61.371101,-139.041000,America/Dawson
CYDF,medium_airport,CA,49.208159,-57.396147,America/St_Johns
CYDL,small_airport,CA,58.422199,-130.031998,America/Vancouver
CYDM,medium_airport,CA,61.970600,-132.423004,America/Whitehorse
CYDN,medium_airport,CA,51.100800,-100.052002,America/Winnipeg
CYDO,medium_airport,CA,48.778500,-72.375000,America/Toronto
CYDP,small_airport,CA,56.550778,-61.682224,America/Goose_Bay
CYDQ,medium_airport,CA,55.741245,-120.183263,America/Dawson_Creek
CYEE,medium_airport,CA,44.683300,-79.928299,America/Toronto
CYEG,large_airport,CA,53.309700,-113.580002,America/Edmonton
CYEK,small_airport,CA,61.094200,-94.070801,America/Rankin_Inlet
CYEL,medium_airport,CA,46.351398,-82.561401,America/Toronto
CYEM,medium_airport,CA,45.842435,-81.857595,America/Toronto
CYEN,medium_airport,CA,49.210300,-102.966003,America/Regina
CYER,small_airport,CA,56.018902,-87.676102,America/Toronto
CYET,medium_airport,CA,53.578899,-116.464996,America/Edmonton
CYEV,medium_airport,CA,68.304199,-133.483002,America/Inuvik
CYEY,medium_airport,CA,48.563903,-78.249702,America/Toronto
CYFA,small_airport,CA,52.203451,-81.695194,America/Toronto
CYFB,medium_airport,CA,63.756402,-68.555801,America/Iqaluit
CYFC,medium_airport,CA,45.868697,-66.529891,America/Moncton
CYFD,medium_airport,CA,43.131401,-80.342499,America/Toronto
CYFE,medium_airport,CA,48.746101,-69.097198,America/Toronto
CYFH,small_airport,CA,51.561901,-87.907799,America/Toronto
CYFJ,medium_airport,CA,46.409401,-74.779999,America/Toronto
CYFO,small_airport,CA,54.678101,-101.681999,America/Winnipeg
CYFR,medium_airport,CA,61.180801,-113.690002,America/Edmonton
CYFS,medium_airport,CA,61.760201,-121.237000,America/Inuvik
CYFT,small_airport,CA,55.077335,-59.187942,America/Goose_Bay
CYGD,medium_airport,CA,43.766899,-81.710602,America/Toronto
CYGE,medium_airport,CA,51.299196,-116.982002,America/Edmonton
CYGH,small_airport,CA,66.240658,-128.647757,America/Inuvik
CYGK,medium_airport,CA,44.225300,-76.596901,America/Toronto
CYGL,medium_airport,CA,53.625301,-77.704201,America/Toronto
CYGM,medium_airport,CA,50.628101,-97.043297,America/Winnipeg
CYGO,small_airport,CA,54.557680,-94.490061,America/Winnipeg
CYGP,medium_airport,CA,48.774915,-64.481893,America/Toronto
CYGQ,medium_airport,CA,49.778301,-86.939400,America/Toronto
CYGR,medium_airport,CA,47.425242,-61.778612,America/Halifax
CYGT,small_airport,CA,69.364700,-81.816101,America/Iqaluit
CYGV,medium_airport,CA,50.281898,-63.611401,America/Toronto
CYGW,medium_airport,CA,55.281898,-77.765297,America/Toronto
CYGX,small_airport,CA,56.357120,-94.711504,America/Winnipeg
CYGZ,small_airport,CA,76.425823,-82.908583,America/Iqaluit
CYHA,small_airport,CA,61.046398,-69.617798,America/Toronto
CYHC,seaplane_base,CA,49.290739,-123.118541,America/Vancouver
CYHD,medium_airport,CA,49.831699,-92.744202,America/Winnipeg
CYHF,medium_airport,CA,49.714199,-83.686096,America/Toronto
CYHH,small_airport,CA,51.691101,-76.135597,America/Toronto
CYHI,small_airport,CA,70.762802,-117.806000,America/Edmonton
CYHK,small_airport,CA,68.635597,-95.849701,America/Cambridge_Bay
CYHM,medium_airport,CA,43.173480,-79.931185,America/Toronto
CYHN,medium_airport,CA,49.193100,-84.758904,America/Toronto
CYHO,small_airport,CA,55.448757,-60.228124,America/Goose_Bay
CYHP,small_airport,CA,52.113300,-94.255600,America/Winnipeg
CYHR,small_airport,CA,50.468322,-59.637823,America/Blanc-Sablon
CYHT,medium_airport,CA,60.789200,-137.546005,America/Whitehorse
CYHU,medium_airport,CA,45.517502,-73.416901,America/Toronto
CYHY,medium_airport,CA,60.839699,-115.782997,America/Edmonton
CYHZ,large_airport,CA,44.880798,-63.508598,America/Halifax
CYIB,medium_airport,CA,48.773899,-91.638603,America/Atikokan
CYID,medium_airport,CA,44.545845,-65.785425,America/Halifax
CYIF,medium_airport,CA,51.211700,-58.658298,America/Blanc-Sablon
CYIK,small_airport,CA,62.417301,-77.925301,America/Toronto
CYIO,small_airport,CA,72.689494,-77.968941,America/Iqaluit
CYIV,medium_airport,CA,53.857201,-94.653603,America/Winnipeg
CYJF,medium_airport,CA,60.235802,-123.469002,America/Inuvik
CYJN,medium_airport,CA,45.294399,-73.281097,America/Toronto
CYJT,medium_airport,CA,48.543390,-58.552892,America/St_Johns
CYKA,medium_airport,CA,50.703038,-120.448641,America/Vancouver
CYKD,small_airport,CA,68.223297,-135.005990,America/Inuvik
CYKF,medium_airport,CA,43.460800,-80.378601,America/Toronto
CYKG,small_airport,CA,61.588600,-71.929398,America/Toronto
CYKJ,medium_airport,CA,57.256100,-105.617996,America/Regina
CYKL,medium_airport,CA,54.805302,-66.805298,America/Toronto
CYKM,medium_airport,CA,44.201401,-81.606697,America/Toronto
CYKO,small_airport,CA,60.818600,-78.148598,America/Toronto
CYKP,small_airport,CA,51.658600,-85.901703,America/Toronto
CYKQ,small_airport,CA,51.473301,-78.758301,America/Toronto
CYKX,medium_airport,CA,48.210300,-79.981400,America/Toronto
CYKY,medium_airport,CA,51.517502,-109.181000,America/Swift_Current
CYLA,small_airport,CA,59.296700,-69.599701,America/Toronto
CYLC,small_airport,CA,62.848253,-69.877853,America/Iqaluit
CYLD,medium_airport,CA,47.820000,-83.346703,America/Toronto
CYLH,small_airport,CA,52.195599,-87.934196,America/Toronto
CYLJ,medium_airport,CA,54.125301,-108.523003,America/Swift_Current
CYLK,small_airport,CA,62.417823,-110.682793,America/Edmonton
CYLL,medium_airport,CA,53.309200,-110.072998,America/Edmonton
CYLR,medium_airport,CA,56.513302,-99.985298,America/Winnipeg
CYLS,medium_airport,CA,44.485056,-79.554663,America/Toronto
CYLT,medium_airport,CA,82.517263,-62.283037,America/Iqaluit
CYLU,small_airport,CA,58.711399,-65.992798,America/Toronto
CYLW,large_airport,CA,49.956100,-119.377998,America/Vancouver
CYM,seaplane_base,US,57.514900,-134.945999,America/Sitka
CYMA,medium_airport,CA,63.616402,-135.867996,America/Whitehorse
CYME,medium_airport,CA,48.856899,-67.453300,America/Toronto
CYMG,medium_airport,CA,49.083900,-85.860603,America/Toronto
CYMH,small_airport,CA,52.302837,-55.847433,America/St_Johns
CYMJ,medium_airport,CA,50.330299,-105.558998,America/Regina
CYML,medium_airport,CA,47.597500,-70.223900,America/Toronto
CYMM,medium_airport,CA,56.653301,-111.222000,America/Edmonton
CYMO,medium_airport,CA,51.291100,-80.607803,America/Toronto
CYMT,medium_airport,CA,49.771900,-74.528099,America/Toronto
CYMU,small_airport,CA,56.536098,-76.518303,America/Toronto
CYMX,medium_airport,CA,45.679501,-74.038696,America/Toronto
CYNA,medium_airport,CA,50.190114,-61.788980,America/Blanc-Sablon
CYNC,small_airport,CA,53.010601,-78.831100,America/Toronto
CYND,medium_airport,CA,45.521702,-75.563599,America/Toronto
CYNE,small_airport,CA,53.958302,-97.844200,America/Winnipeg
CYNJ,medium_airport,CA,49.100800,-122.630997,America/Vancouver
CYNL,medium_airport,CA,58.276699,-104.082001,America/Regina
CYNM,medium_airport,CA,49.761700,-77.802803,America/Toronto
CYNN,medium_airport,CA,59.487499,-97.780296,America/Winnipeg
CYOA,medium_airport,CA,64.698898,-110.614998,America/Edmonton
CYOC,small_airport,CA,67.570602,-139.839005,America/Dawson
CYOD,medium_airport,CA,54.404999,-110.278999,America/Edmonton
CYOH,small_airport,CA,54.933300,-95.278900,America/Winnipeg
CYOJ,medium_airport,CA,58.621399,-117.165001,America/Edmonton
CYOO,medium_airport,CA,43.922798,-78.894997,America/Toronto
CYOP,medium_airport,CA,58.491402,-119.407997,America/Edmonton
CYOS,medium_airport,CA,44.590302,-80.837502,America/Toronto
CYOW,large_airport,CA,45.322498,-75.669197,America/Toronto
CYPA,medium_airport,CA,53.214199,-105.672997,America/Regina
CYPC,small_airport,CA,69.360838,-124.075470,America/Inuvik
CYPD,medium_airport,CA,45.656700,-61.368099,America/Glace_Bay
CYPE,medium_airport,CA,56.226898,-117.446999,America/Edmonton
CYPG,medium_airport,CA,49.903099,-98.273817,America/Winnipeg
CYPH,small_airport,CA,58.471901,-78.076897,America/Toronto
CYPK,medium_airport,CA,49.214880,-122.709294,America/Vancouver
CYPL,medium_airport,CA,51.446400,-90.214203,America/Atikokan
CYPM,small_airport,CA,51.819698,-93.973297,America/Winnipeg
CYPN,medium_airport,CA,49.836399,-64.288597,America/Toronto
CYPO,small_airport,CA,54.987932,-85.442648,America/Toronto
CYPQ,medium_airport,CA,44.232251,-78.362053,America/Toronto
CYPR,medium_airport,CA,54.286098,-130.445007,America/Vancouver
CYPT,small_airport,CA,41.778033,-82.674222,America/Toronto
CYPW,medium_airport,CA,49.834202,-124.500000,America/Vancouver
CYPX,medium_airport,CA,60.050598,-77.286903,America/Toronto
CYPY,medium_airport,CA,58.767200,-111.116997,America/Edmonton
CYPZ,medium_airport,CA,54.376400,-125.950996,America/Vancouver
CYQA,medium_airport,CA,44.975376,-79.306546,America/Toronto
CYQB,large_airport,CA,46.791100,-71.393303,America/Toronto
CYQD,medium_airport,CA,53.971401,-101.091003,America/Winnipeg
CYQF,medium_airport,CA,52.182201,-113.893997,America/Edmonton
CYQG,medium_airport,CA,42.275600,-82.955597,America/Toronto
CYQH,medium_airport,CA,60.116839,-128.821993,America/Whitehorse
CYQI,medium_airport,CA,43.826900,-66.088097,America/Halifax
CYQK,medium_airport,CA,49.788300,-94.363098,America/Winnipeg
CYQL,medium_airport,CA,49.630299,-112.800003,America/Edmonton
CYQM,medium_airport,CA,46.113189,-64.677190,America/Moncton
CYQN,medium_airport,CA,50.182800,-86.696404,America/Toronto
CYQQ,medium_airport,CA,49.710800,-124.887001,America/Vancouver
CYQR,medium_airport,CA,50.431938,-104.660906,America/Regina
CYQS,medium_airport,CA,42.770000,-81.110802,America/Toronto
CYQT,medium_airport,CA,48.371899,-89.323898,America/Toronto
CYQU,medium_airport,CA,55.179699,-118.885002,America/Edmonton
CYQV,medium_airport,CA,51.264702,-102.461998,America/Regina
CYQW,medium_airport,CA,52.769409,-108.243742,America/Swift_Current
CYQX,medium_airport,CA,48.936258,-54.567719,America/St_Johns
CYQY,medium_airport,CA,46.161072,-60.049759,America/Glace_Bay
CYQZ,medium_airport,CA,53.026100,-122.510002,America/Vancouver
CYRA,small_airport,CA,64.116096,-117.309998,America/Edmonton
CYRB,medium_airport,CA,74.716904,-94.969398,America/Resolute
CYRI,medium_airport,CA,47.764400,-69.584702,America/Toronto
CYRJ,medium_airport,CA,48.519665,-72.265735,America/Toronto
CYRL,medium_airport,CA,51.066898,-93.793098,America/Winnipeg
CYRO,medium_airport,CA,45.460496,-75.644001,America/Toronto
CYRP,medium_airport,CA,45.319199,-76.022202,America/Toronto
CYRQ,medium_airport,CA,46.352798,-72.679398,America/Toronto
CYRS,small_airport,CA,54.167198,-93.557198,America/Winnipeg
CYRT,medium_airport,CA,62.811401,-92.115799,America/Rankin_Inlet
CYRV,medium_airport,CA,50.962245,-118.184258,America/Vancouver
CYSB,medium_airport,CA,46.625000,-80.798897,America/Toronto
CYSC,medium_airport,CA,45.438599,-71.691399,America/Toronto
CYSF,medium_airport,CA,59.250301,-105.841003,America/Regina
CYSG,medium_airport,CA,46.096401,-70.714699,America/Toronto
CYSH,medium_airport,CA,44.945801,-75.940598,America/Toronto
CYSJ,medium_airport,CA,45.316101,-65.890297,America/Moncton
CYSK,small_airport,CA,56.536891,-79.250221,America/Iqaluit
CYSL,medium_airport,CA,47.157097,-67.836242,America/Moncton
CYSM,medium_airport,CA,60.020302,-111.961998,America/Edmonton
CYSN,medium_airport,CA,43.191598,-79.171686,America/Toronto
CYSP,medium_airport,CA,48.755299,-86.344398,America/Toronto
CYSQ,small_airport,CA,59.578330,-133.668938,America/Vancouver
CYST,small_airport,CA,53.845261,-94.851966,America/Winnipeg
CYSU,medium_airport,CA,46.440601,-63.833599,America/Halifax
CYSY,small_airport,CA,71.993896,-125.242996,America/Inuvik
CYTA,medium_airport,CA,45.864399,-77.251701,America/Toronto
CYTE,small_airport,CA,64.230003,-76.526703,America/Iqaluit
CYTF,medium_airport,CA,48.508900,-71.641899,America/Toronto
CYTH,medium_airport,CA,55.801102,-97.864197,America/Winnipeg
CYTL,small_airport,CA,53.817799,-89.896896,America/Winnipeg
CYTQ,small_airport,CA,58.667801,-69.955803,America/Toronto
CYTR,medium_airport,CA,44.118900,-77.528099,America/Toronto
CYTS,medium_airport,CA,48.569698,-81.376701,America/Toronto
CYTZ,medium_airport,CA,43.627852,-79.395530,America/Toronto
CYUL,large_airport,CA,45.467837,-73.742294,America/Toronto
CYUT,small_airport,CA,66.521024,-86.225166,America/Rankin_Inlet
CYUX,medium_airport,CA,68.776100,-81.242500,America/Iqaluit
CYUY,medium_airport,CA,48.206100,-78.835602,America/Toronto
CYVB,medium_airport,CA,48.071098,-65.460297,America/Toronto
CYVC,medium_airport,CA,55.151402,-105.262001,America/Regina
CYVD,medium_airport,CA,49.878300,-100.917999,America/Winnipeg
CYVK,medium_airport,CA,50.246163,-119.330963,America/Vancouver
CYVL,small_airport,CA,67.020150,-126.128364,America/Inuvik
CYVM,small_airport,CA,67.546560,-64.031410,America/Iqaluit
CYVO,medium_airport,CA,48.053299,-77.782799,America/Toronto
CYVP,medium_airport,CA,58.096100,-68.426903,America/Toronto
CYVQ,medium_airport,CA,65.281601,-126.797997,America/Inuvik
CYVR,large_airport,CA,49.193901,-123.183998,America/Vancouver
CYVV,medium_airport,CA,44.745800,-81.107201,America/Toronto
CYVZ,small_airport,CA,52.655613,-94.061208,America/Winnipeg
CYWE,small_airport,CA,64.190804,-114.077002,America/Edmonton
CYWG,large_airport,CA,49.910000,-97.239899,America/Winnipeg
CYWH,seaplane_base,CA,48.423782,-123.371980,America/Vancouver
CYWJ,small_airport,CA,65.211098,-123.435997,America/Inuvik
CYWK,medium_airport,CA,52.921902,-66.864403,America/Goose_Bay
CYWL,medium_airport,CA,52.183102,-122.054001,America/Vancouver
CYWP,small_airport,CA,52.959393,-87.374868,America/Toronto
CYWY,medium_airport,CA,63.209400,-123.436996,America/Inuvik
CYXC,medium_airport,CA,49.610802,-115.781998,America/Edmonton
CYXE,large_airport,CA,52.170723,-106.700793,America/Regina
CYXH,medium_airport,CA,50.018902,-110.721001,America/Edmonton
CYXJ,medium_airport,CA,56.238098,-120.739998,America/Dawson_Creek
CYXK,medium_airport,CA,48.477644,-68.496323,America/Toronto
CYXL,medium_airport,CA,50.113899,-91.905296,America/Winnipeg
CYXN,small_airport,CA,62.240002,-92.598099,America/Rankin_Inlet
CYXP,small_airport,CA,66.144878,-65.713606,America/Iqaluit
CYXQ,medium_airport,CA,62.410301,-140.867004,America/Dawson
CYXR,medium_airport,CA,47.697401,-79.847345,America/Toronto
CYXS,medium_airport,CA,53.884311,-122.666554,America/Vancouver
CYXT,medium_airport,CA,54.468498,-128.576009,America/Vancouver
CYXU,medium_airport,CA,43.032845,-81.149003,America/Toronto
CYXX,medium_airport,CA,49.025299,-122.361000,America/Vancouver
CYXY,medium_airport,CA,60.708533,-135.065705,America/Whitehorse
CYXZ,medium_airport,CA,47.966702,-84.786697,America/Toronto
CYYB,medium_airport,CA,46.363602,-79.422798,America/Toronto
CYYC,large_airport,CA,51.118822,-114.009933,America/Edmonton
CYYD,medium_airport,CA,54.824699,-127.182999,America/Vancouver
CYYE,medium_airport,CA,58.836399,-122.597000,America/Fort_Nelson
CYYF,medium_airport,CA,49.463100,-119.601997,America/Vancouver
CYYG,medium_airport,CA,46.288911,-63.125174,America/Halifax
CYYH,small_airport,CA,69.546700,-93.576698,America/Cambridge_Bay
CYYJ,large_airport,CA,48.647201,-123.427792,America/Vancouver
CYYL,medium_airport,CA,56.863899,-101.075996,America/Winnipeg
CYYN,medium_airport,CA,50.291901,-107.691002,America/Swift_Current
CYYQ,medium_airport,CA,58.739201,-94.065002,America/Winnipeg
CYYR,medium_airport,CA,53.319199,-60.425800,America/Goose_Bay
CYYT,large_airport,CA,47.618599,-52.751900,America/St_Johns
CYYU,medium_airport,CA,49.411587,-82.469645,America/Toronto
CYYW,medium_airport,CA,50.290298,-88.909698,America/Toronto
CYYY,medium_airport,CA,48.608601,-68.208099,America/Toronto
CYYZ,large_airport,CA,43.675935,-79.629421,America/Toronto
CYZE,medium_airport,CA,45.885300,-82.567802,America/Toronto
CYZF,medium_airport,CA,62.462799,-114.440002,America/Edmonton
CYZG,small_airport,CA,62.179401,-75.667198,America/Toronto
CYZH,medium_airport,CA,55.292945,-114.777276,America/Edmonton
CYZP,medium_airport,CA,53.254299,-131.813995,America/Vancouver
CYZR,medium_airport,CA,42.999401,-82.308899,America/Toronto
CYZS,medium_airport,CA,64.193298,-83.359398,America/Atikokan
CYZT,medium_airport,CA,50.680599,-127.366997,America/Vancouver
CYZU,medium_airport,CA,54.143902,-115.787003,America/Edmonton
CYZV,medium_airport,CA,50.223301,-66.265602,America/Toronto
CYZW,medium_airport,CA,60.172798,-132.742996,America/Whitehorse
CYZX,medium_airport,CA,44.984402,-64.916901,America/Halifax
CYZY,medium_airport,CA,55.297786,-123.133907,America/Vancouver
CZ-0244,medium_airport,CZ,50.208430,14.925850,Europe/Prague
CZAM,medium_airport,CA,50.682802,-119.228996,America/Vancouver
CZBB,medium_airport,CA,49.074338,-123.006877,America/Vancouver
CZBD,small_airport,CA,56.051622,-95.618820,America/Winnipeg
CZBF,medium_airport,CA,47.629700,-65.738899,America/Moncton
CZBM,medium_airport,CA,45.290798,-72.741402,America/Toronto
CZEE,medium_airport,CA,56.037498,-96.509697,America/Winnipeg
CZEM,small_airport,CA,52.226398,-78.522499,America/Toronto
CZFA,medium_airport,CA,62.207500,-133.376007,America/Whitehorse
CZFD,small_airport,CA,59.334400,-107.181999,America/Regina
CZFG,small_airport,CA,55.749199,-101.265999,America/Winnipeg
CZFM,small_airport,CA,67.406993,-134.860182,America/Inuvik
CZFN,small_airport,CA,64.909496,-125.570297,America/Inuvik
CZGF,medium_airport,CA,49.015598,-118.431000,America/Vancouver
CZGI,small_airport,CA,54.839699,-94.078598,America/Winnipeg
CZJG,medium_airport,CA,54.518902,-98.046097,America/Winnipeg
CZJN,medium_airport,CA,52.120602,-101.236000,America/Winnipeg
CZKE,small_airport,CA,52.282501,-81.677803,America/Toronto
CZLQ,medium_airport,CA,55.318901,-97.707802,America/Winnipeg
CZMD,small_airport,CA,53.441399,-91.762802,America/Winnipeg
CZMN,medium_airport,CA,55.588902,-97.164200,America/Winnipeg
CZMT,medium_airport,CA,54.027500,-132.125000,America/Vancouver
CZPB,small_airport,CA,53.890885,-92.195935,America/Winnipeg
CZPC,medium_airport,CA,49.520429,-113.997002,America/Edmonton
CZRJ,small_airport,CA,52.943600,-91.312798,America/Winnipeg
CZSJ,medium_airport,CA,53.064201,-93.344398,America/Winnipeg
CZSN,small_airport,CA,56.792801,-98.907204,America/Winnipeg
CZST,medium_airport,CA,55.935410,-129.982435,America/Vancouver
CZTA,small_airport,CA,51.784568,-96.692305,America/Winnipeg
CZTM,small_airport,CA,55.863560,-92.081137,America/Winnipeg
CZUC,medium_airport,CA,49.428204,-91.720418,America/Winnipeg
CZUM,small_airport,CA,53.561901,-64.106400,America/Goose_Bay
CZWH,small_airport,CA,58.614279,-101.468954,America/Winnipeg
CZWL,small_airport,CA,58.106899,-103.171997,America/Regina
DAAB,medium_airport,DZ,36.503601,2.814170,Africa/Algiers
DAAD,medium_airport,DZ,35.332500,4.206390,Africa/Algiers
DAAE,large_airport,DZ,36.712547,5.069909,Africa/Algiers
DAAG,large_airport,DZ,36.693886,3.214531,Africa/Algiers
DAAJ,large_airport,DZ,24.285448,9.463652,Africa/Algiers
DAAK,medium_airport,DZ,36.545799,2.876110,Africa/Algiers
DAAP,medium_airport,DZ,26.723499,8.622650,Africa/Algiers
DAAS,medium_airport,DZ,36.178488,5.329909,Africa/Algiers
DAAT,large_airport,DZ,22.810992,5.450832,Africa/Algiers
DAAV,large_airport,DZ,36.794125,5.873652,Africa/Algiers
DAAY,medium_airport,DZ,33.535900,-0.242353,Africa/Algiers
DAAZ,medium_airport,DZ,35.752955,0.625877,Africa/Algiers
